Date,returns,volatility_20,trend_strength,range_20
2015-05-13,0.013350641678914421,0.013466770963279475,-0.02422062281147197,0.015938811891468792
2015-05-14,-0.0013660455388829762,0.013300037622695977,-0.02655211944463089,0.016090137873974113
2015-05-15,0.004638677701966021,0.013157842317426689,-0.028195979656716802,0.015838915614985138
2015-05-18,0.013470838987944989,0.013441198647854572,-0.02848539286101213,0.015912270036865687
2015-05-19,-0.0009553778372400901,0.012827550310670092,-0.027619409046827678,0.015299790368501704
2015-05-20,0.006885251795789804,0.012784441681147809,-0.02603904454362932,0.014893869084610522
2015-05-21,-0.00026711779894939003,0.01271020439253688,-0.02493810614927006,0.014292813164730444
2015-05-22,0.004506613859696085,0.012715644708579284,-0.023477888820393405,0.01384840916058393
2015-05-25,-0.010485957862909845,0.012688009521555021,-0.02220198309175493,0.01347060865690414
2015-05-26,-0.0036916926764433144,0.01244271023243711,-0.020597670440635905,0.013019319341000207
2015-05-27,-0.0005695887835976965,0.01230464848306849,-0.01946062450756484,0.01266730960772373
2015-05-28,-0.00187166871908917,0.012239293924403455,-0.017929181531999062,0.012694317700416907
2015-05-29,0.013781751487558669,0.012442466039025778,-0.015936024141979248,0.012996327582702093
2015-06-01,-2.964315431874809e-05,0.011798833444416831,-0.014868108662075618,0.012609007512180293
2015-06-02,-0.023353592405198742,0.012966786170039301,-0.01425364058951551,0.013489517443631313
2015-06-03,-0.012305070176218624,0.011696926424148026,-0.012736011278449779,0.012828361920831172
2015-06-04,-0.0005470363313393456,0.011635337779327504,-0.011114763022160742,0.01268512347090279
2015-06-05,-0.001961676769116849,0.011003885533344677,-0.010497145165981847,0.012625365969404844
2015-06-08,-0.008694134258897646,0.01040656185775047,-0.01097755508811822,0.012600506560009153
2015-06-09,-0.0027038282806817193,0.009019228717223715,-0.010371968334568167,0.01162429221936511
2015-06-10,0.012720668903445809,0.008968871885595229,-0.010073891410814557,0.011412128655468048
2015-06-11,-0.019582875620068996,0.009920971526166845,-0.010730069902312475,0.012096116088450007
2015-06-12,0.0022032684655837187,0.00985573520279686,-0.011554158826911713,0.012037029610216844
2015-06-15,0.003883300602441242,0.00929777602150242,-0.012577154621787346,0.012068477163366348
2015-06-16,0.004167746384501569,0.009402458504917683,-0.013436170517283432,0.012194181718560954
2015-06-17,0.005498738840850059,0.009339206000175333,-0.014256399200158308,0.012447075819787639
2015-06-18,0.010263830165222254,0.009728722897501067,-0.01458761576435344,0.012588481751035047
2015-06-19,0.006159334653041526,0.009788713192389983,-0.014963470006642917,0.012516180939361502
2015-06-22,0.015580570218593381,0.01023428811988439,-0.014208655929574415,0.012722148849898455
2015-06-23,0.003405944696333929,0.01022451090189805,-0.01300997399872048,0.01274810829904088
2015-06-24,-0.002469733616678238,0.010241852476518263,-0.011851021083668114,0.012851838203315747
2015-06-25,0.00444337505883885,0.01027168719598603,-0.01033126724113238,0.012842340738892555
2015-06-26,-0.0020124304149797823,0.009794752057075296,-0.009869269390427706,0.012433746090522564
2015-06-29,-0.00748102536329065,0.00992609769358956,-0.009875903559475041,0.012871882270699467
2015-06-30,0.006022745602803914,0.00845206970890276,-0.008885141806410616,0.012012911754589194
2015-07-01,0.01010334046573469,0.008097071162463765,-0.00714047743088734,0.011795993209699918
2015-07-02,-0.0009640797405430224,0.008104373887210903,-0.005274060473944939,0.011433392434876965
2015-07-03,0.004736586359787687,0.00807346668482527,-0.0032413665608769047,0.011307314617047554
2015-07-06,0.004390151714822377,0.007658206991730861,-0.0008722137320932359,0.011545404997260053
2015-07-07,-0.0013318922357890006,0.007611197776726768,0.0013633080060845375,0.011676616312104905
2015-07-08,-0.01736029555278973,0.008506016078111115,0.002618250459647579,0.011580222510781234
2015-07-09,-0.004125289314989233,0.007072683106235934,0.004598304686311526,0.010758720848082864
2015-07-10,0.0038422055160178825,0.007081532670897767,0.006445271570499871,0.010781343852078159
2015-07-13,0.011853357524637564,0.007390596653831177,0.008827047353883127,0.010764339220466488
2015-07-14,-0.0006561478304294432,0.007420073290102585,0.010968263056102516,0.010416076502780095
2015-07-15,0.008244543893853207,0.007503508991477732,0.012534461002971899,0.010274441821345235
2015-07-16,0.009884089482447456,0.007483635655693749,0.01380179376195788,0.010179105340650297
2015-07-17,0.00020908390731189108,0.0074534572793180254,0.015097106111302147,0.010133051037388523
2015-07-20,-0.0007432666484129546,0.006788556127559573,0.015923329268708777,0.0098406774158326
2015-07-21,-0.00860120048586066,0.007133272486274958,0.015829226439319926,0.010217191084455773
2015-07-22,0.012198887654526924,0.0075126650335462335,0.016494923125971905,0.010565323833663294
2015-07-23,-0.005061700968610694,0.00762530127349975,0.01675367423384773,0.010478947821939175
2015-07-24,-0.00794547038951432,0.007866696449072695,0.01696363235121465,0.01051208147637695
2015-07-27,-0.01884044667546103,0.008849362247147054,0.01724978694924427,0.010548951346909394
2015-07-28,-0.002870470039468942,0.008769360111451172,0.01713085841145415,0.010530348363385882
2015-07-29,0.004563968416396724,0.008512118534293733,0.0167808462501021,0.010128135691312448
2015-07-30,0.005582056356707721,0.008615681109573026,0.01664042191737272,0.010155901419570575
2015-07-31,0.013185994355469077,0.00906105348847839,0.016747688279217965,0.010313730671808631
2015-08-03,0.0011954031512864116,0.00901357687082344,0.01645187059355919,0.009778149622595891
2015-08-04,-0.00306089917070973,0.009036912070181834,0.01605611367836395,0.01000913059227963
2015-08-05,0.005993941733038577,0.008128689305644254,0.016714828758843517,0.009583450430391126
2015-08-06,0.002416003226048735,0.00803237402909321,0.017614612851766947,0.009438409757292253
2015-08-07,-0.002800298085977815,0.008070692189931186,0.01851596812877364,0.009321912388929864
2015-08-10,-0.004553627931107251,0.0077628075213050166,0.018685661406860853,0.009360582662866814
2015-08-11,-0.007418833032042493,0.007956872796710165,0.018184992789827707,0.009707678993059892
2015-08-12,-0.013341379081930671,0.008249569990378116,0.016622521411411847,0.009958892633374808
2015-08-13,0.0007664473603414823,0.00785910673298793,0.014570711693681206,0.010070762676719414
2015-08-14,0.01947141259339502,0.009148451196680916,0.013049076178524755,0.010655531764988839
2015-08-17,-0.004842373519645449,0.009200119804406496,0.011252164775548242,0.010882046909193529
2015-08-18,-0.0012680924643075908,0.009012796408716937,0.009808881593809021,0.01067092774771575
2015-08-19,0.0033780685872379923,0.008572415635213252,0.008096227028761855,0.010385927459260518
2015-08-20,-0.014408266481082843,0.009059477673461372,0.005831427043718503,0.010760325891375187
2015-08-21,-0.008694849922367243,0.009090168748252728,0.003759251913968073,0.010901695770829969
2015-08-24,-0.05915098088055637,0.015440280674295245,0.0009701507789049402,0.011921579011720668
2015-08-25,0.009181738418811536,0.0156907900782097,-0.0013440432937996943,0.013105737755828984
2015-08-26,-0.011274391291918318,0.01570507590434242,-0.004099079484361766,0.013830197865330046
2015-08-27,0.02016210472317792,0.016467832631981857,-0.0063767006528292645,0.014166976443838426
2015-08-28,0.006667547122292117,0.01619806600506678,-0.009008450959344532,0.014388676503860493
2015-08-31,-0.003830365083121179,0.01616721820906258,-0.011512383103165998,0.014661763451558434
2015-09-01,-0.023264675971940818,0.016769481801403235,-0.014467850362144801,0.015148119344573316
2015-09-02,-0.0088429775544967,0.0166157162390207,-0.018034921436108426,0.01593772945685707
2015-09-03,0.013735907736166952,0.01707114201038971,-0.02126391315460674,0.016203840370473715
2015-09-04,-0.021468770971813878,0.017477905448049783,-0.025010903684599264,0.017114304079676772
2015-09-07,-0.01257339958011272,0.017548118539245705,-0.02903639424993243,0.017441294523286337
2015-09-08,0.017125760525132927,0.018275861115515744,-0.03210243016639568,0.017941830146343183
2015-09-09,0.01695445617094271,0.01876426396181681,-0.033820064711751696,0.017810285602095976
2015-09-10,-0.0039009540862875447,0.018742542815353185,-0.035713516683986264,0.018180711522174896
2015-09-11,0.00015404360706794407,0.01798754219471494,-0.03849850232598781,0.017980421742771945
2015-09-14,0.010649249276883932,0.01829425675117709,-0.04064733598454982,0.018125676110694478
2015-09-15,-0.005481266771729776,0.018291055390971016,-0.042925530304522466,0.01809398438925681
2015-09-16,0.008947363530129149,0.01844692038244638,-0.04546450607408776,0.017921370899427094
2015-09-18,0.010475810818002973,0.01850910230035855,-0.04703442536669054,0.017696865039759598
2015-09-21,-0.0006013361162410247,0.01844849847316052,-0.04810848718350355,0.017610231765440097
2015-09-22,-0.02069675641963653,0.013498342178136582,-0.04658879608938432,0.017245975081661973
2015-09-23,0.004345903137800811,0.013369914447315721,-0.04538649088410828,0.01662551685886828
2015-09-24,0.002874069312977845,0.013121538825540636,-0.04339015651389609,0.01621848629479362
2015-09-28,-0.009252056260723118,0.012440969463322868,-0.042425778600707675,0.016261155350243264
2015-09-29,0.006105879931557867,0.012423611855289406,-0.04159833088354134,0.016948239372800357
2015-09-30,0.013463733413981993,0.01280685055670699,-0.040194963574250744,0.016871619184113906
2015-10-01,0.00025160714370175974,0.011585835171057277,-0.03781403022669297,0.016186974151594778
2015-10-05,0.02117998017986733,0.012158762154810208,-0.03411834393741637,0.015891301578281114
2015-10-06,0.004138299910646515,0.011882991502060281,-0.031044356513347627,0.01582408120048138
2015-10-07,0.0030050657181448504,0.010504623911437867,-0.026998941710105646,0.015003531786640188
2015-10-08,-0.005875926976951273,0.010067678356574485,-0.022920521653626034,0.01450987062008779
2015-10-09,0.00742372968703231,0.009609700306812886,-0.01946855105773007,0.013895189739257486
2015-10-12,-0.005629033610123568,0.009228702043284817,-0.016899638390411,0.014088053150476768
2015-10-13,-0.0014612581906097155,0.009161379151079617,-0.014069805728153228,0.013559649728591108
2015-10-14,-0.002926853228365389,0.009223299586503727,-0.011060535960223281,0.013150831224221083
2015-10-15,0.008830905477206663,0.009142648821591607,-0.008266169454565384,0.012772082610631386
2015-10-16,0.007170412693318751,0.009038074846398028,-0.005044798339445915,0.012858920262442761
2015-10-19,0.004479089639404021,0.00892716093960815,-0.0019895806619372215,0.012740284791743653
2015-10-20,-0.0016192547934769097,0.008756849594127453,0.0005578772004956117,0.012511666370187085
2015-10-21,-0.001204383487806604,0.008766442395804073,0.003042316969631769,0.012481138168825711
2015-10-23,0.005301937657024025,0.007019350193439218,0.006622177307560776,0.01126979680817836
2015-10-26,-0.004207172582956553,0.007193356424668701,0.009706599599421974,0.010762347522057297
2015-10-27,-0.0033471638954116756,0.007314484388936267,0.012266877321810818,0.010339130644855992
2015-10-28,-0.007494344931314734,0.007177768971429046,0.01506982184137717,0.010132270221599798
2015-10-29,-0.00727557689096936,0.007431306668620287,0.017771896046734955,0.009134922238919803
2015-10-30,-0.005664646384873739,0.00706067585467894,0.019546082956615866,0.009242019011490686
2015-11-02,-0.0018597039801661053,0.0070843226720868685,0.021228605805925865,0.009158331584389542
2015-11-03,0.0012297400090901522,0.005193359715304835,0.02197166661118238,0.008821473727532607
2015-11-04,-0.0025432033822472278,0.0051036166741986,0.022117080177685246,0.008855785529894192
2015-11-05,-0.010540782311541208,0.00547376687582491,0.021609247197911192,0.009060802468484234
2015-11-06,-0.00014460408861305396,0.0053740569372099445,0.020141884419349866,0.008982589779118613
2015-11-09,-0.004915531264230055,0.005045371419656937,0.018335720757371984,0.009466478902276556
2015-11-10,-0.01665783484975325,0.006009091453950391,0.016102595878771032,0.009473512969051792
2015-11-13,-0.002710927478722036,0.006007037080386953,0.014264304645294625,0.009379154072798141
2015-11-16,0.005713562131630656,0.006265121099729812,0.012873199097001985,0.009912975151236816
2015-11-17,0.00396455648349936,0.005912087363267237,0.011069778467754733,0.009971921475818855
2015-11-18,-0.01349273722468125,0.0060084813460176585,0.008033028307813555,0.010137919179763772
2015-11-19,0.014349853606560714,0.00699283281994703,0.005006554425504393,0.010443238491320816
2015-11-20,0.0017595619760288894,0.0070596907293571974,0.002383929020979444,0.010618128286601466
2015-11-23,-0.0009291361817810317,0.007062590328080773,-0.0006239824518116423,0.010483194538303552
2015-11-24,-0.002248610038379506,0.00682283503846482,-0.004209255587688001,0.010566180111255118
2015-11-26,0.006665267171503286,0.0071350667011644275,-0.007053045845198342,0.010469098756377939
2015-11-27,0.0074710662477730505,0.007454965635083809,-0.00917590699144244,0.010820534208318525
2015-11-30,-0.0009379927643368147,0.007332977981779972,-0.011015326185035377,0.01061973704827861
2015-12-01,0.0024762801857218797,0.007248141663090051,-0.012404678706523767,0.01035560886558643
2015-12-02,-0.00296041496142041,0.007180485641366287,-0.013390477013870935,0.010156998646985674
2015-12-03,-0.008472730932953976,0.007380569341404997,-0.014642834311968746,0.01012781039550228
2015-12-04,-0.010458854551524621,0.0076407213493361915,-0.016096168326083165,0.009995916655001125
2015-12-07,-0.0021203048364873966,0.007638939326808266,-0.017281500546759324,0.009954610648622447
2015-12-08,-0.00820301695113268,0.007513550978593046,-0.01819174615984714,0.009964205180494396
2015-12-09,-0.011581883616657795,0.00782628303785769,-0.01984078833248203,0.01011354793503129
2015-12-10,0.00930046695402309,0.008199922133225217,-0.020893612810765943,0.00959791880257265
2015-12-11,-0.00948155235730297,0.0076373092533239244,-0.021343739379467843,0.009716134736989509
2015-12-14,0.005203320218742258,0.007753319387144986,-0.021689644356828325,0.010169328461814339
2015-12-15,0.006647028314128445,0.00779664296111313,-0.0220030170185881,0.009889413961169621
2015-12-16,0.006492747683265243,0.007895311440106599,-0.022060687523791325,0.009851648114633463
2015-12-17,0.012056689737954374,0.007752542038913981,-0.021092848487131593,0.00982154492510583
2015-12-18,-0.010504363180879661,0.007443907357949301,-0.020721488237208156,0.009784644738660777
2015-12-21,0.009340436124388285,0.007751220205022795,-0.020076292406499087,0.009902075980385876
2015-12-22,-0.006171472975241898,0.007868054536380079,-0.019508566212532677,0.010014909568123072
2015-12-23,0.01025546764808305,0.008201036695339937,-0.018641847856336248,0.009934797340391268
2015-12-24,-0.0006229877514251081,0.008061753012730315,-0.017972249278370146,0.009860619966405994
2015-12-28,0.008154139618607559,0.008096946802340287,-0.017541873086156238,0.00982609079407845
2015-12-29,0.0004795231655652099,0.008095239960690689,-0.01707899000953194,0.009802342402500445
2015-12-30,-0.004124151937772491,0.008123100539112723,-0.016923950682678664,0.009911128654340387
2015-12-31,0.006344796283837217,0.008230798803414305,-0.01625022133245852,0.00988451488325872
2016-01-04,-0.01951213966956744,0.009156000440861956,-0.015599098854363962,0.010513397483575097
2016-01-05,-0.0008535035886758635,0.008848766337040782,-0.014359306538157457,0.0106562063382348
2016-01-06,-0.005607176031205752,0.00892787696638759,-0.013212832517837121,0.010660399793414823
2016-01-07,-0.022309804329221028,0.010082690698936385,-0.012347067888526903,0.010885261544498977
2016-01-08,0.004366937597831466,0.009814250940425292,-0.010673759632075638,0.010603999892709503
2016-01-11,-0.00493333414699082,0.009616333036880366,-0.009678070327571696,0.01080279982087921
2016-01-12,-0.007079766557687717,0.009515881147645738,-0.008490066900668211,0.010632574508496527
2016-01-13,0.006937152844914696,0.009579400038576127,-0.007506670703270179,0.01098658612451143
2016-01-14,-0.003385181686611949,0.0094454091880938,-0.007095876206248829,0.011535908805531337
2016-01-15,-0.013135548583687595,0.009639936818111828,-0.007504311632679505,0.012079135022082108
2016-01-18,-0.01167009155487031,0.009269898699128448,-0.00888912879175403,0.012209420345178185
2016-01-19,0.011440633608522655,0.009650941822057113,-0.009396467667092774,0.012339122248891509
2016-01-20,-0.01691978471256972,0.009797178263277832,-0.010915124696606,0.013223560605150054
2016-01-21,-0.004446390334017725,0.009779231886911363,-0.012470455704320652,0.013799317107425744
2016-01-22,0.020015720445019758,0.010693700694725087,-0.013980129358767185,0.014223750051315865
2016-01-25,0.0018457122204607046,0.010734843750676713,-0.01550816089184518,0.014328494701177757
2016-01-27,0.00021517824106065397,0.0104547236541619,-0.017785187467536975,0.014251608905977414
2016-01-28,-0.001761298464757477,0.010426124925885297,-0.020196279441555682,0.014402161635422567
2016-01-29,0.018707939656508632,0.01151594356824754,-0.021737625132231063,0.015197180826854662
2016-02-01,-0.0010047675458274563,0.011348770953211082,-0.023557907459744315,0.015183709493359454
2016-02-02,-0.013287592960483763,0.010934139487566672,-0.025039143314910837,0.015173932685929852
2016-02-03,-0.01257452534768888,0.011172879999890688,-0.026570621065771297,0.01520681086514129
2016-02-04,0.005732320415128722,0.011306075052934015,-0.027618433173471003,0.015306901896572678
2016-02-05,0.011493800331746407,0.010642897188008841,-0.027221316399781197,0.015169291212391352
2016-02-08,-0.013599777854234385,0.010966292506658148,-0.027490356164057796,0.01583119878451758
2016-02-09,-0.012054527014450533,0.011201154112569953,-0.027737904580744665,0.015430003586793622
2016-02-10,-0.011304156886925099,0.011346301634322308,-0.027815658936201245,0.015412973489974963
2016-02-11,-0.03317073758299127,0.013103505720463648,-0.029215969042905687,0.01610350421198655
2016-02-12,0.0006593845767279838,0.013143718695571077,-0.030386015611089213,0.016222927651236226
2016-02-15,0.02607094949942601,0.014520441041508706,-0.030233098210343638,0.016166691609007057
2016-02-16,-0.016012982386442,0.014707385502400269,-0.03014220433705796,0.01648549756861311
2016-02-17,0.008541154940942874,0.014581701981579534,-0.030575449989531527,0.016969302335573123
2016-02-18,0.011718419964794835,0.014459847831821403,-0.02987940481101338,0.016006667083518215
2016-02-19,0.0026419160844022294,0.014450333774125952,-0.029052433408257264,0.015545892710665088
2016-02-22,0.0033006004489823937,0.0136725071707978,-0.029325873209905404,0.015190502521755394
2016-02-23,-0.017278200216274464,0.014110574268383263,-0.030017506889076374,0.015809014561804596
2016-02-24,-0.012778531956425754,0.01429396380173558,-0.031281494781237706,0.015995153896442384
2016-02-25,-0.006853134671341854,0.01431984882620328,-0.03255657903327971,0.016118340489345566
2016-02-26,0.008485625558068977,0.013669958720215878,-0.034391774981799614,0.015457923367220138
2016-02-29,-0.006074212498666354,0.01366701146312929,-0.03622931364289094,0.016989738564038678
2016-03-01,0.03366943224623564,0.015818491781319857,-0.03618525528221471,0.017382881795805983
2016-03-02,0.020291361052837242,0.0163038014026462,-0.03511820692905663,0.017403467921297273
2016-03-03,0.014486656477644022,0.016576126281482598,-0.03370331414947487,0.01730929358184672
2016-03-04,0.0013042431206367056,0.016379477634412314,-0.032945110110573106,0.017077828956707907
2016-03-08,-6.71885323921817e-06,0.016059901471791822,-0.031290165979310024,0.016634747818164285
2016-03-09,0.006212176026787919,0.015808927110106064,-0.02885120376240725,0.017065281794597143
2016-03-10,-0.006060955352974129,0.015624410481915256,-0.025869801940487845,0.017079128413880575
2016-03-11,0.0032126384433233124,0.013258025530578782,-0.021152065920385786,0.015851592452186043
2016-03-14,0.0038014705260878134,0.013237745502817483,-0.016424622714923395,0.01511939322677736
2016-03-15,-0.010366427105786724,0.012518542651132503,-0.013108906412618837,0.0148591231100908
2016-03-16,0.005113516586384925,0.011778109739572213,-0.00926623291178795,0.01436057026560498
2016-03-17,0.0018402806717785491,0.01171234427801542,-0.0057879858718389516,0.013918513710534902
2016-03-18,0.012219591930221929,0.011732873329709646,-0.0026142211563695847,0.013941162252001139
2016-03-21,0.013137204502793765,0.011955294840038927,0.00037029162901042065,0.014002251647873587
2016-03-22,0.001382341219943628,0.011963681070813133,0.0033243459013298136,0.014191936510889982
2016-03-23,0.00020740355370829633,0.010980211002530365,0.007029271150675645,0.01349446331453526
2016-03-28,-0.013140659929210097,0.011009873366946409,0.010790821790234844,0.013978783005720353
2016-03-29,-0.0023768693023248355,0.010818405294653962,0.014947188900929125,0.01392157323611359
2016-03-30,0.01819141704784788,0.011223010022329004,0.019186063722382983,0.014076038160957111
2016-03-31,0.00041365536126503066,0.010981737863010405,0.023447912391557104,0.012640951133812629
2016-04-01,-0.0032758836421172832,0.008833926950891524,0.025767236247299916,0.01173361144142022
2016-04-04,0.005931505845093277,0.007918922591882404,0.027506779818043,0.011630691913479122
2016-04-05,-0.02005459778469787,0.008898679121189645,0.027552788381802463,0.012080632976352909
2016-04-06,0.0014664749128432408,0.00889915602800841,0.02748700632462721,0.011975798426207305
2016-04-07,-0.00891736017820488,0.009165602739213786,0.02755578242683513,0.012036790702743628
2016-04-08,0.0011594855559287076,0.009067436068707047,0.027383463134352512,0.011557606493690666
2016-04-11,0.015380096361092388,0.009543936035462575,0.027985316916461417,0.011947250897698889
2016-04-12,0.004894842329530746,0.009569370825397558,0.02853694724751914,0.011742903549205697
2016-04-13,0.018355287868643932,0.010291674793651888,0.02984119161954417,0.011877359354354826
2016-04-18,0.008184244011682829,0.009941053869648019,0.031902108064204515,0.011749910591741807
2016-04-20,6.292681500319475e-06,0.00994964908721118,0.03342385847351126,0.011524346278062671
2016-04-21,-0.0003411598992387743,0.009972081040202516,0.03457823594343145,0.011415769381680142
2016-04-22,-0.0016114660947212922,0.009749977929408862,0.03518117682900001,0.011103006749304287
2016-04-25,-0.005601762319964343,0.009515867452539756,0.03517629067367175,0.011015637920668503
2016-04-26,0.013698206928241197,0.009930509170927247,0.03523974796295018,0.011422785291267811
2016-04-27,0.0021663642394880167,0.009925414767495184,0.035113721990765144,0.011374414522600362
2016-04-28,-0.016623003291656557,0.010225942607387342,0.034918295714080075,0.01131656372236546
2016-04-29,0.00032492971263820003,0.010189084160262216,0.034195434111996235,0.011490763973696217
2016-05-02,-0.005592486870497626,0.009527966400282199,0.032401421465954865,0.0111903483246551
2016-05-03,-0.0075455620851691,0.009696412706950845,0.030861589636523645,0.011702907906224923
2016-05-04,-0.0052214012278947175,0.009741717946507748,0.02902467953883066,0.011558631923869533
2016-05-05,0.003756570196288278,0.009684022816445252,0.027168024696950652,0.011628632221779966
2016-05-06,-0.00026498670900398924,0.008473845340099246,0.02655979435844267,0.01104914003094629
2016-05-09,0.01714624210748439,0.00922283651406301,0.0264454699040455,0.01150457748340514
2016-05-10,0.002765047328716186,0.008880762846503402,0.026925693439325084,0.01125106689420951
2016-05-11,-0.00493796850778383,0.009023745182883335,0.026859947838066507,0.011683567244188894
2016-05-12,0.006567816182767139,0.00853522466368371,0.02598939035599289,0.011048256445873667
2016-05-13,-0.010822236982540034,0.008921619189389234,0.024420149163420037,0.011317019672301818
2016-05-16,0.005867010227795566,0.008013187062182014,0.022270594870852502,0.011374449941500017
2016-05-17,0.003816429729987636,0.00783877168243297,0.019715240970965612,0.011265368942589985
2016-05-18,-0.002610664088489645,0.007858328436835331,0.017712873355742863,0.011258127795651423
2016-05-19,-0.011022661712474568,0.008219303172580393,0.01578675969926204,0.011364664948033546
2016-05-20,-0.0043296897826234915,0.008256040532202528,0.014097820832676036,0.011542715830947762
2016-05-23,-0.0024065951139995434,0.008191404029244068,0.012651231729899525,0.011644422123795264
2016-05-24,0.002302441895789764,0.007499650198778949,0.010579416482578463,0.010985483825725288
2016-05-25,0.024009988881288802,0.00938875102122333,0.009236811436032962,0.011500516740252388
2016-05-26,0.016981940750153468,0.009309366911647611,0.009151997566857783,0.011330032618181983
2016-05-27,0.010781136858828422,0.009534384684182762,0.009447436869149154,0.011225075905681078
2016-05-30,0.0026788078338353394,0.009367378596612944,0.01018175742401401,0.01118958165590903
2016-05-31,-0.0022497893677019265,0.009144369967408514,0.011018465730639837,0.010674448073330692
2016-06-01,0.0024325801667495206,0.008956259406763142,0.012285688049744068,0.010609477563086719
2016-06-02,0.00476775519028827,0.008963469270122931,0.01354743008278508,0.010607237197050087
2016-06-03,0.00022504204686080165,0.008954528201509047,0.015062500327158305,0.010532942932590581
2016-06-06,-0.002402442641741276,0.008389489942853644,0.015911945995313894,0.010066145741637332
2016-06-07,0.007974636440766236,0.008490811481222483,0.01689532775097381,0.010165996591401326
2016-06-08,0.0007983607496653278,0.008325843900255666,0.01815248677858983,0.00967395560385291
2016-06-09,-0.0083947512649023,0.008623882493066493,0.01855560371312996,0.009794642438497248
2016-06-10,-0.004089644337244347,0.008222377314402458,0.019326596036307,0.009804132086310037
2016-06-13,-0.007276541569812833,0.008440964006244263,0.01993930113407118,0.00953513857258088
2016-06-14,-0.00021576701833758705,0.008433372318583114,0.02036282031282676,0.009555985187117668
2016-06-15,0.012054669964487674,0.008699860309126336,0.021215617552940005,0.009651654618687264
2016-06-16,-0.008023982222768011,0.008484410529635614,0.02248609626878755,0.009601146648098958
2016-06-17,0.003617626792678852,0.00834344382620921,0.02367455096426732,0.009470435387925902
2016-06-20,0.008359624373303065,0.008345418923667115,0.025259265206925372,0.009664291208676075
2016-06-21,-0.002257645126540031,0.008433536245394793,0.026483199893758524,0.009704245953677023
2016-06-22,-0.0019708505629796313,0.006883665924245628,0.026499068198478068,0.009391771105959843
2016-06-23,0.008136572328440339,0.006087549517577103,0.026216248934265572,0.009146639274571735
2016-06-24,-0.021987932139331257,0.00760677096580083,0.0248157357664048,0.009685836927014219
2016-06-27,0.0007541598771854119,0.007578008616005208,0.023665930190960638,0.00988722630029137
